probe,SYN-OED-001,SYN-OED-002,SYN-OED-003,SYN-OED-004,SYN-OED-005,SYN-OED-006,SYN-OED-007,SYN-OED-008,SYN-OED-009,SYN-OED-010,SYN-OED-011,SYN-OED-012,SYN-OED-013,SYN-OED-014,SYN-OED-015,SYN-OED-016,SYN-OED-017,SYN-OED-018,SYN-OED-019,SYN-OED-020,SYN-OED-021,SYN-OED-022,SYN-OED-023,SYN-OED-024,SYN-OED-025,SYN-OED-026,SYN-OED-027,SYN-OED-028
cgSYN000001,-1.346130689701406,-0.6460080699833092,0.05706104519329067,-0.7644139921141319,-0.2637766350451681,-0.772563715542713,-0.9423953303901196,-0.699183087498901,-1.1328117943951923,-0.8823218486940735,-1.2004059296569154,-0.6129156450818346,0.08033762023515982,-1.0473892567098735,-0.1885955591761313,-0.2267149421374074,-0.18372022575200517,-0.49297089851623926,-0.35098657789252236,-0.12642203031222737,-1.1036782744620828,0.23483717813282926,-0.4031030618267963,-0.43702220407498404,0.19396659515354497,0.12927366563884804,-0.6680469605527175,0.24206794244447777
cgSYN000002,0.37445507280630086,-0.15832054940287005,0.3834446546206452,-0.23322955812876753,-0.33582485280296315,-0.5020848882135978,0.12600261062570098,-0.12882037937906818,0.1347189907470096,-0.6830263444469038,-0.5063402209750918,0.18120470365046462,0.5028163737926432,-0.4780445762394664,-0.003836936839328441,-0.23538331420372613,-0.17271776604168732,-0.4864066221156708,-0.26556011420245046,-0.1523384662239786,0.45146521631604253,-0.010249310202035327,-0.2621951495451135,-0.4268025790632517,-0.11700482845156805,0.5337717100706431,1.120592062943741,0.24439917208957582
cgSYN000003,-2.2747956606415602,-2.777428770727285,-2.5949096505588676,-2.5837326613519145,-2.836242066272521,-3.4562556772538535,-4.276953538165252,-2.703999324974058,-2.8271574111151536,-2.9624585866909423,-2.1020463988865536,-2.6688279086910023,-2.77770282833524,-2.8407848780813865,-1.8575788815138081,-2.4643294501619453,-3.3373074722671894,-3.2156125168189362,-3.1105317396013534,-3.4284835597784866,-4.789036243440331,-3.705231209967182,-2.7384925914549276,-2.226805005989711,-3.2380686377668466,-1.2812522249465566,-1.9760349130416184,-2.728903148336066
cgSYN000004,-0.46417001789615053,-0.11995706974892327,-0.02446169452001956,-1.2426481497636004,-1.063697720600142,-0.4078640389774305,-0.45299886631561237,-0.6852320880248202,-0.07104541427031506,-0.502653689057488,-0.3700130941983587,-0.2855620877572187,-0.43173672922016776,-0.3970242993236696,-0.7050557363872973,-0.660544880705312,-0.480913364023443,-0.5029587668043015,-0.9394821434528629,-0.06539502876600664,-0.7277154129404361,-0.7955153524432652,0.14397061847641196,-0.359953376812682,-0.4707006827130348,0.5255736802084707,0.6307455728827632,0.0017650792986856872
cgSYN000005,-2.685101455953323,-2.75773781693146,-2.5144724328184673,-3.6958341084381283,-2.634017642668738,-1.4176924896839138,-1.7184862929930966,-1.7570453918246882,-3.490079994942523,-2.583392956040637,-1.5857707689426592,-4.152376520216572,-2.475826255476452,-2.5802940101175422,-1.6472987365518592,-1.7777700664681866,-1.762534226543531,-2.2554124637272785,-2.2962881319517305,-1.8727792465470336,-2.8421243234579423,-1.9916191236934733,-1.9776276617178912,-2.6759739836912995,-1.8308337837282156,-1.2269703409522945,-2.651613364184356,-1.816499852239014
cgSYN000006,-2.4961564636032927,-2.8312788233040713,-2.317035889577317,-2.8993472420211037,-3.117473636976421,-2.6149057308070764,-2.981118484581386,-3.0506551759805522,-2.187483404514231,-2.862506252366322,-2.258817307237909,-2.2525619670294272,-3.5100602592621923,-1.6973241506616348,-2.4545314852954894,-2.279279194198592,-2.5531068642796377,-2.980601237872245,-2.304557182759738,-4.838864669325804,-3.207293986000685,-3.611035283083559,-1.7318691953900769,-1.8945238392322956,-4.3426964937437695,-1.6018407358122586,-2.448398626319324,-1.1740804919574377
cgSYN000007,-0.747220262580746,-0.24573185461059316,-0.73658991264829,-0.5890927540183557,0.1439612551120153,-0.562185784712139,-0.5241990341506036,-0.25047676491506504,-1.1489532294512734,-0.5080147018417979,-0.5748478711488907,-0.5044575573357721,-0.4172592972434017,0.14297599339196168,-0.745238352187639,-0.488378891700339,-0.5178101656564718,-0.79169662590822,-0.3680510793581649,-0.06786201567316884,-0.7362313310631625,-0.9805243454187266,-0.4888830665850514,-0.28766192116023026,-0.09264902199673378,0.1491122985738589,1.0343908786312257,-0.38723830178758895
cgSYN000008,-2.488793474613884,-2.8247073316459583,-1.7145083731215247,-2.1774180375315284,-1.1880241635082591,-2.6129662746644433,-1.9430528258297444,-2.506270077309424,-2.3637926292587426,-1.5515452852344827,-2.238055752792185,-2.3799422738164373,-2.7343231153762884,-3.4665437788707836,-1.7337481271736808,-2.354697977522077,-2.3775133274199884,-1.4076846966746492,-2.1634385854212366,-2.4482393173659376,-2.4010111660322306,-1.9202665039102065,-3.2329553683521075,-3.157432084744009,-2.337731071738421,-1.449969535007503,-1.7596363249372382,-0.9971307930940019
cgSYN000009,0.6414990550984335,1.1820266044869523,1.1419267574108083,1.469360160134102,0.9306284981384619,0.8672134843676023,0.9219344887437844,0.32237210304141006,1.564110062752215,0.5033179635377827,0.7730650801326345,0.6640834660923519,0.9078709458225315,1.2772953895220727,1.3229079425048784,0.9178456634169065,1.1413346559579463,0.7641284137772308,1.253034356055149,1.636770541100728,0.8056744962479897,1.4071803616500422,1.536615937304062,0.9757565547957694,0.7862760827356418,2.2722229374840808,1.3809239202666947,1.8576227512842693
cgSYN000010,-2.067066617275608,-3.4003865980282137,-4.696045149928876,-5.426701758966336,-2.8370956623809063,-6.6293566200796095,-6.235689956422024,-3.06102458691764,-4.592651925622979,-1.737038133927917,-6.6293566200796095,-3.3725011329719035,-6.6293566200796095,-3.236093643387494,-2.8618463019017253,-6.6293566200796095,-4.127885026537941,-3.118825483840419,-2.3652056370876338,-2.8212237024941884,-6.6293566200796095,-6.6293566200796095,-4.812407754406702,-3.6613044598014595,-3.307978984022922,-1.9086111989464234,-2.009024000850118,-0.9484903487866869
