Probe,SYN-REF2-01,SYN-REF2-02,SYN-REF2-03,SYN-REF2-04,SYN-REF2-05,SYN-REF2-06,SYN-REF2-07,SYN-REF2-08,SYN-REF2-09,SYN-REF2-10,SYN-REF2-11,SYN-REF2-12,SYN-REF2-13,SYN-REF2-14,SYN-REF2-15,SYN-REF2-16,SYN-REF2-17,SYN-REF2-18,SYN-REF2-19,SYN-REF2-20,SYN-REF2-21,SYN-REF2-22,SYN-REF2-23,SYN-REF2-24,SYN-REF2-25,SYN-REF2-26,SYN-REF2-27,SYN-REF2-28
cgSYNK00001,-1.6839116251211805,-0.9854950517029573,-1.5301668406683522,-3.0916479868134483,-2.3774161882475453,-0.7481272390998354,-1.1548146658605016,-2.0051565756815624,-1.7799517328327243,-1.5496275979999603,-1.5626057690775168,-1.1885764907701455,-2.695170917330551,-2.4262658917721067,-1.3054398630184074,-1.148406310276455,-1.6881497281079343,-1.5332663935282482,-1.379973080196029,-1.7455792662016887,-1.2217707631662038,-1.3701596686697508,-1.4416822635528492,-1.7890610312599102,-0.9534015258428319,-0.9351371941033695,-1.0013159911705587,-0.5551218193793337
cgSYNK00002,1.9671968010207563,1.0459066299093254,2.1430483947881998,1.9831250733544084,1.8562374827280772,1.007170904440561,2.051373352299474,1.9971317123523213,0.8664491811903602,1.9779406989086925,1.801390531341957,0.9714422670035134,1.2880511323231594,1.4638543168237232,1.8491548496498655,1.633023269516914,1.825094007947211,1.9418867274455358,1.3477175662179686,1.5135859821113036,1.4196768950307728,1.1570298042015226,1.8365872266286283,2.452554737144296,1.7829558075362035,1.9721663450177611,3.953893215505901,1.5941144858949512
cgSYNK00003,-4.468738060604538,-3.8976456897569896,-2.7710805400572864,-4.801717039209396,-7.636624620543649,-6.1950818974510895,-5.477542332134655,-6.156708797199027,-4.339893826430646,-4.006766195682057,-5.248051202122097,-2.745018915074532,-7.636624620543649,-4.004778993938178,-6.597122492464146,-3.731426093444629,-7.636624620543649,-3.842952832256189,-4.720247246206371,-7.636624620543649,-7.636624620543649,-3.1567836492156482,-7.636624620543649,-7.636624620543649,-5.6787856724284405,-2.578566432238081,-3.829950800610135,-2.8500886222391006
cgSYNK00004,-1.359803428529393,-1.602165817821935,-1.2781446176462865,-1.6103940725877761,-1.1692403443790158,-2.121210912023616,-2.3129044290477228,-1.9433756627187895,-2.3488474136490436,-1.278440050929945,-2.503362128225274,-1.5531813879674339,-1.4599373743531738,-1.9541871313331123,-1.9165781970818325,-1.3549646609924089,-1.294734289960378,-1.2405315505934535,-2.3092144397301033,-2.1881981350003525,-2.255748812944419,-1.911402643055589,-2.0486404038504493,-1.598256087366725,-1.8222437915014416,-0.5806450460237383,-0.8527243437559779,-0.37943144784080635
cgSYNK00005,0.9465885170090997,2.2567506082852904,1.840073056110392,1.6381996649085138,1.741327508866296,1.754771934203353,1.5061656018506406,1.0557352182985704,2.0385049567216336,1.541910741465556,1.7935657224266666,1.0709526788767991,1.7074440951427978,1.5203904205655525,1.9815052337226617,1.8411380495856349,1.5720147238873576,2.091086446699829,1.6317471640513164,2.336808895320903,1.735024333283256,2.435948225409331,1.3690423699575744,1.0010051213605784,1.3230598757362213,3.189389515541863,2.2650535449745655,2.719239164795514
cgSYNK00006,-5.020333087028791,-4.211089497741231,-3.6493739550279165,-2.952428620965879,-3.908145914235441,-5.42561128305845,-4.863273673895089,-2.8194351317356605,-7.636624620543649,-7.636624620543649,-3.879369532006863,-7.636624620543649,-4.020171480859741,-4.552322937604238,-4.818735351619582,-5.205117586992252,-3.1734937291662924,-3.930469468798543,-5.1047118309523105,-2.9571290296514627,-2.4345891091853398,-2.3780578682192015,-4.971798135635903,-3.785708812406169,-3.3497616273368287,-2.8544344371021295,-3.5141909677571683,-2.831538735555557
cgSYNK00007,0.21822994337321383,-0.013348982528950528,0.216529798762465,0.3322414085636918,0.06547167341794509,0.03374538387234466,-0.011859579787903784,0.17610661134495606,0.156788770374539,0.3953419306741864,-0.49654941549638953,0.17565457628272596,-0.42768967829838095,0.23166438107860676,-0.21714482559470583,0.29813890324810416,0.5305680507994776,0.2675863306131642,0.07694973881578258,0.7932514174967902,-0.09884200312112308,-0.49706377808905183,0.10145558877654433,0.5333118021149854,0.22059589100400662,0.19611317237915887,0.43969029038882207,0.5091832459488972
cgSYNK00008,-0.5727890618500174,-0.6072693499947932,-0.4306670113092151,-0.14396181767616587,-0.502150714107969,-0.582839563933013,-0.3441953008563851,0.32042715461398463,-0.7860601219274994,-0.6174798399984576,-0.3282264712075298,-0.4504744907855587,-1.0130752538424566,-0.6287694270288526,-1.0106923551569198,-0.6231342452291909,-0.696122876523633,-1.012217870903091,-0.8812193828826186,-0.8700374456639034,0.15480487949780622,-0.4110421289058932,-0.35753317079492214,-1.4103324889834346,-0.1577875685498109,-0.27209405740402626,-0.07858124970364615,0.09180597343334126
cgSYNK00009,-1.6501099186640051,-1.132609092202264,-1.2712544034325353,-1.1078564916699807,-2.7792185882775136,-1.3551391015172494,-2.0363565472498646,-2.2829080026867614,-1.684620583645395,-1.8961431630800034,-1.5642157574910664,-1.7605240610197752,-1.922780751338099,-1.063172479573161,-1.955543149558064,-1.3265860384844916,-2.7520955490897285,-1.4718832466087233,-0.9902793915555412,-1.432226203819219,-1.6013537185590594,-1.3406404507798713,-2.241424632559257,-1.9534785432317976,-2.2139847293954245,-1.2571641195791918,-1.5512176089027485,-0.7875449389877742
cgSYNK00010,-0.2673146668858882,-1.0280511746462733,-0.4986874902245054,-0.7071840489467012,-0.7108245599616243,-0.8069533838426023,-1.2805311852163614,-0.22092971952320087,-0.8251137617763966,-1.1545987000579183,-0.6431060918904398,-0.4209416066941612,-0.1907870291793268,-0.533193332252179,-1.0850313305314778,-0.9150385660022937,-0.8312060460309674,-0.9169190665126032,0.39406661108985086,-0.5189951082468821,-1.028019133719904,-1.2844664763910068,-0.4598664925942371,-0.25241279018624385,-0.5715457130951414,-0.40801418220655866,-0.19387869331438534,0.664459668277324
cgSYNK00011,-0.7482773739833217,-0.2607235839576694,-0.6725959091071999,-0.31649322338137625,-0.16226584988454032,-0.3134904451227406,0.025980145370757282,-0.8191026062599062,-0.793669207269402,-0.2633265389869962,-0.5257030290250637,-0.7308136927036516,-0.36913410334505387,-1.0947772798963327,-0.4511072609566029,-0.32531232941477534,-0.5097291165403478,-0.016415461735750116,-0.06800641884190738,-0.47553024635141666,-0.5828821908978108,-0.6072154056468116,0.011226491096722266,-0.9084147077305996,-0.373941981513055,0.8591730913740492,0.406439998072763,0.02879722028041935
cgSYNK00012,0.5165323974608607,1.0445757940067648,0.5530242173833065,0.4392332563372596,0.3619868284461864,0.5810930438952948,0.584521649267832,0.5897417592751812,0.8057946559877354,0.7378224508922375,0.9831262031019262,0.29744192011120596,0.2958285813751735,0.6126578959229229,0.4376396190194815,1.0906693079764744,0.2900170312844948,0.17000517056584558,0.7399743647971917,-0.10413656078818515,0.4863209435738866,0.9699647674191112,1.4880959524720143,1.0238205181623228,0.4389516685239382,1.192934506597817,1.273111852381554,1.3433571057241966
cgSYNK00013,-2.2102588235467096,-1.662695908461375,-0.8959972753040988,-1.2944258750937516,-1.6558487722146746,-2.3648249280969385,-2.008982716080942,-1.0416295654744439,-1.4643163636934875,-1.243089563289937,-1.9730145032758721,-2.456101991462512,-1.5243484947284827,-1.3310020499119184,-3.298295928683498,-1.0904445009037373,-1.8218160825974856,-1.670772374176476,-2.428879810322772,-1.2594834987159174,-1.9608842587553619,-1.4172316809190746,-1.6812380205420923,-1.0685131583284888,-1.6777233563750849,-0.667522789947328,-1.1903075913035672,-0.7288424482146801
cgSYNK00014,1.2415916309932327,0.8430834031823212,0.993197147136997,0.9965988037093585,0.9096019560755665,0.6899845799136787,0.8613949288851206,0.9283955936875073,0.5635484499380855,1.0224520271491813,0.7490410301051208,0.9591596883918478,0.6621541478957175,1.6625526227211633,0.8018618787838035,1.3328260192030557,1.4207912607068107,1.2283689689023305,0.6016835920014002,0.6857678462700668,1.8232365429394943,1.4898307147590912,0.7523994002202169,1.1580729969592545,1.6918486415201948,2.5631180917352716,2.252798218992343,2.043797951541018
cgSYNK00015,-7.636624620543649,-4.385237238033848,-5.42757715740498,-5.120850470084856,-4.976895264540168,-7.636624620543649,-4.512805542320642,-7.636624620543649,-7.636624620543649,-7.636624620543649,-7.636624620543649,-7.636624620543649,-7.636624620543649,-7.636624620543649,-3.918299424154899,-6.138601072495383,-7.636624620543649,-7.636624620543649,-5.50484730448486,-4.41439767523289,-7.636624620543649,-7.636624620543649,-4.426070202235053,-7.636624620543649,-7.636624620543649,-1.7965969936206798,-4.154523722605214,-2.512406743339592
cgSYNK00016,2.2560644509276875,2.4178144752353807,2.0448468979095664,2.020862618015917,1.6275424926333437,1.802361013257455,2.720698420478826,1.342544894520432,1.389312162721007,1.5349776355856628,2.3036171868141415,2.0967186556315998,1.5521604316841202,1.8003945061079918,2.3427446780282377,1.8643396916688,2.0153854539996092,1.3134901066540268,2.2741012476111835,2.8143606113713684,1.5560376656387078,1.319426423869609,2.4276933395396867,1.0315977099587195,1.4647466234978999,2.314732669086558,2.1686638852560747,1.5995889527144667
cgSYNK00017,-0.14795608671912022,0.6219435547946522,0.46818231526309656,0.176751808804144,0.20604995968084588,0.2727267678884601,0.4530396099660657,-0.06365558259031338,0.295611996361398,0.593337305946052,-0.007483551724632012,0.23722079597398762,0.27113132315289495,0.003077008257615926,-0.08336239053779829,0.047362642813562346,0.3244012148445988,0.47806968341131983,0.38043863898369407,0.42688694059736093,-0.3886650244995739,0.17947622543426434,0.5802929283422034,0.2585366241639988,0.8486497110816117,1.196781479712971,1.1282269452289766,0.504507624345901
cgSYNK00018,-0.16930782805451344,-0.44238948084591745,0.032266000760445314,0.025228901307164417,-0.6938194466066863,-1.1212094276501474,-0.9376061016542112,-0.002390043875131753,-0.5132411079404013,-0.9222331486476004,-0.435316177547666,0.3333160376200306,-0.11250031691955549,-0.6520430409027718,-0.6330075076608215,-0.4168045647147039,-0.3472197685296661,-0.5552629051630419,-0.23508396143922936,-0.040029239516000105,-0.26830449955716945,-0.44304106074607474,-0.748400197692066,0.0852467144338623,-0.44516613348808043,-0.22808725354234594,0.17008031004646432,-0.37467942183951186
cgSYNK00019,0.8441312724195243,0.0933551768308642,0.5096571044880034,0.6650070663837298,0.25266644890266277,0.15328285748715464,0.5015910967590278,0.4363919730758012,0.8048632728087082,0.18868745324674366,-0.05100694618117452,0.31362764364576956,0.6107864305941242,0.06065213712706218,-0.015649420380400583,0.5460858473696606,0.7028831485505181,0.2844450834602772,0.3310695593763002,-0.01923524072782348,0.6973395708005249,0.23887342831869646,0.5443144632878294,0.5778800844158204,0.4706704645712111,0.4720208765038954,0.5980987421312641,0.1718261284992634
cgSYNK00020,1.7100926633596294,1.6354164988736093,1.6639049451726609,2.344841372311505,1.3744349426100457,1.6469614488523416,2.319852019417979,1.184333970708535,0.8846340872243207,1.6890386647353997,2.026025957460426,2.2465714850718506,1.9071479802927689,1.8530139723668302,1.1956634377574071,1.442716165330073,0.9007224882470097,1.1776675400802497,1.362866783300491,1.0364429466470009,1.6554852342176185,1.6674354876878712,1.6789398573750673,1.3097088682932416,1.9679413937726986,2.154123382173365,1.2955457907833317,1.8172780881450237
cgSYNK00021,-1.0426773269597631,-1.1797888825986786,-1.485959136426541,-1.4831949898970072,-1.3768923109370002,-1.1634973015623518,-1.1939213318268425,-1.6595326403182098,-1.2092599187745539,-1.4924705123237072,-0.6601909164078648,-1.6238012375838164,-1.5015149768669802,-0.7224345214500343,-0.7896806234018875,-0.6713184132498481,-0.8309161746593123,-1.242777880080133,-1.2417210841053459,-0.820400183011404,-1.2338265791924308,-1.744673676475597,-1.3811670030840102,-1.4762056102321366,-0.5968493618487208,-0.6918355438889864,-1.2972120342543167,-1.0934992002753698
cgSYNK00022,-1.2445533583977784,-2.301058184953948,-2.0350623511710637,-2.7798389087757185,-1.6901863746829235,-2.7398001038149946,-2.0497848667511507,-2.538346688057463,-1.9476595858731407,-2.281125583727103,-1.577634091607956,-2.348726673773005,-1.896652093982029,-2.2318689055099368,-2.0267511655954182,-1.7543068549895136,-3.5136297010237807,-1.5946314325031088,-2.678342915788575,-2.205760221045846,-1.7792693415630068,-1.8073565879880737,-1.8640999123186035,-1.9569121894757897,-2.1144644784228976,-1.4460475851848282,-1.3111891882729638,-2.0173291659738815
cgSYNK00023,-1.5536410218723955,-3.4042181748934364,-2.750921667840752,-1.9305650084859698,-2.4458408784139563,-1.8525439395875705,-1.7153502379950805,-1.6582410144755637,-1.6463367667920004,-2.032434708039111,-1.8623417727735403,-2.3811548174662907,-2.3754458956105013,-2.2038600566336517,-1.940688898091278,-2.559732317719338,-2.0898389099020123,-1.8584867224027732,-2.634764963286707,-2.4704356399730916,-2.211030329929391,-2.0648716113955525,-2.1915056480959287,-3.422551321805999,-2.2187206332414395,-2.366029960110058,-2.1165999682986834,-2.185569390407776
